Cycle,Exch ID,Root Opt Symbol,Strike,Call Code,Expire Date,Type of Change,Effective Date,Underlying Opt Sym,Underlying Stk Sym,Description of Change,Time Entered,PC/Last Stk Price,Product Type
MAR,I,MET,70,,20141128,A,20141120,,MET,Weekly options expiration violation,,,E
JAN,I,MMM,200,,20141128,A,20141120,,MMM,,,,E
JAN,I,MMM,210,,20141128,A,20141120,,MMM,,,,E
JAN,I,MMM,205,,20141128,A,20141120,,MMM,,,,E
JAN,I,MMM,220,,20141128,A,20141120,,MMM,,,,E
JAN,I,MMM,215,,20141128,A,20141120,,MMM,,,,E
MAR,I,MNST,140,,20141128,A,20141120,,MNST,Weekly options expiration violation,,,E
MAR,I,MNST,135,,20141128,A,20141120,,MNST,Weekly options expiration violation,,,E
MAR,I,MNST,130,,20141128,A,20141120,,MNST,Weekly options expiration violation,,,E
MAR,I,MO,60,,20141128,A,20141120,,MO,Weekly options expiration violation,,,E
JAN,I,MON,150,,20141128,A,20141120,,MON,Weekly options expiration violation,,,E
JAN,I,MON,145,,20141128,A,20141120,,MON,Weekly options expiration violation,,,E
JAN,I,MON,140,,20141128,A,20141120,,MON,Weekly options expiration violation,,,E
MAR,I,MOS,60,,20141128,A,20141120,,MOS,Weekly options expiration violation,,,E
JAN,I,MPC,120,,20141128,A,20141120,,MPC,Weekly options expiration violation,,,E
JAN,I,MPC,115,,20141128,A,20141120,,MPC,Weekly options expiration violation,,,E
JAN,I,MRK,75,,20141128,A,20141120,,MRK,Weekly options expiration violation,,,E
JAN,I,MRK,70,,20141128,A,20141120,,MRK,Weekly options expiration violation,,,E
JAN,I,MRO,23,,20141128,A,20141120,,MRO,Weekly options expiration violation,,,E
JAN,I,MS,26,,20141128,A,20141120,,MS,Series is less than one point from an existing series in ENCORE,,,E
JAN,I,MS,45,,20141128,A,20141120,,MS,Weekly options expiration violation,,,E
JAN,I,MSFT,60,,20141128,A,20141120,,MSFT,Weekly options expiration violation,,,E
FEB,I,MYGN,24,,20141128,A,20141120,,MYGN,Weekly options expiration violation,,,E
FEB,I,MYGN,23,,20141128,A,20141120,,MYGN,Weekly options expiration violation,,,E
JAN,I,NKE,115,,20141128,A,20141120,,NKE,Weekly options expiration violation,,,E
JAN,I,NKE,125,,20141128,A,20141120,,NKE,Weekly options expiration violation,,,E
JAN,I,NKE,120,,20141128,A,20141120,,NKE,Weekly options expiration violation,,,E
MAR,I,NSC,140,,20141128,A,20141120,,NSC,Weekly options expiration violation,,,E
MAR,I,NSC,135,,20141128,A,20141120,,NSC,Weekly options expiration violation,,,E
MAR,I,NSC,145,,20141128,A,20141120,,NSC,Weekly options expiration violation,,,E
MAR,I,NTAP,32,,20141128,A,20141120,,NTAP,Series is less than one point from an existing series in ENCORE,,,E
JAN,I,NUE,65,,20141128,A,20141120,,NUE,Weekly options expiration violation,,,E
MAR,I,NUS,32.5,,20141128,A,20141120,,NUS,Series is less than one point from an existing series in ENCORE,,,E
JAN,I,OIH,34,,20141128,A,20141120,,OIH,Weekly options expiration violation,,,E
JAN,I,OIH,33,,20141128,A,20141120,,OIH,Weekly options expiration violation,,,E
JAN,I,OIH,32,,20141128,A,20141120,,OIH,Weekly options expiration violation,,,E
MAR,I,ORCL,29,,20141128,A,20141120,,ORCL,Weekly options expiration violation,,,E
MAR,I,ORCL,50,,20141128,A,20141120,,ORCL,Weekly options expiration violation,,,E
MAR,I,ORCL,49,,20141128,A,20141120,,ORCL,Series is less than one point from an existing series in ENCORE,,,E
JAN,I,OUTR,80,,20141128,A,20141120,,OUTR,Weekly options expiration violation,,,E
JAN,I,OUTR,75,,20141128,A,20141120,,OUTR,,,,E
MAR,I,PDS,1,,20150320,A,20141120,,PDS,,,,E
MAR,I,PDS,1,,20141220,A,20141120,,PDS,,,,E
JAN,I,PEP,115,,20141128,A,20141120,,PEP,Weekly options expiration violation,,,E
JAN,I,PEP,70,,20141128,A,20141120,,PEP,Weekly options expiration violation,,,E
JAN,I,PEP,125,,20141128,A,20141120,,PEP,Weekly options expiration violation,,,E
JAN,I,PEP,120,,20141128,A,20141120,,PEP,Weekly options expiration violation,,,E
JAN,I,PG,105,,20141128,A,20141120,,PG,Weekly options expiration violation,,,E
JAN,I,PG,65,,20141128,A,20141120,,PG,Weekly options expiration violation,,,E
JAN,I,PG,115,,20141128,A,20141120,,PG,Weekly options expiration violation,,,E
JAN,I,PG,110,,20141128,A,20141120,,PG,Weekly options expiration violation,,,E
MAR,I,PM,110,,20141128,A,20141120,,PM,Weekly options expiration violation,,,E
MAR,I,POT,45,,20141128,A,20141120,,POT,Weekly options expiration violation,,,E
MAR,I,POT,47,,20141128,A,20141120,,POT,Weekly options expiration violation,,,E
MAR,I,POT,46,,20141128,A,20141120,,POT,Weekly options expiration violation,,,E
MAR,I,PXD,115,,20141128,A,20141120,,PXD,,,,E
MAR,I,PXD,110,,20141128,A,20141120,,PXD,,,,E
JAN,I,QCOM,50,,20141128,A,20141120,,QCOM,Weekly options expiration violation,,,E
MAR,I,QQQ,115,,20141128,A,20141120,,QQQ,,,,E
MAR,I,QQQ,114,,20141128,A,20141120,,QQQ,,,,E
MAR,I,QQQ,113,,20141128,A,20141120,,QQQ,,,,E
MAR,I,RAX,55,,20141128,A,20141120,,RAX,Weekly options expiration violation,,,E
JAN,I,SBUX,100,,20141128,A,20141120,,SBUX,Weekly options expiration violation,,,E
JAN,I,SBUX,95,,20141128,A,20141120,,SBUX,Weekly options expiration violation,,,E
JAN,I,SCO,54,,20141128,A,20141120,,SCO,Weekly options expiration violation,,,E
JAN,I,SCO,53,,20141128,A,20141120,,SCO,Weekly options expiration violation,,,E
MAR,I,SINA,27.5,,20141128,A,20141120,,SINA,Weekly options expiration violation,,,E
JAN,I,SLV,18.5,,20150117,A,20141120,,SLV,,,,E
JAN,I,SLV,18.5,,20141220,A,20141120,,SLV,,,,E
JAN,I,SLV,17.5,,20150117,A,20141120,,SLV,,,,E
JAN,I,SLV,17.5,,20141220,A,20141120,,SLV,,,,E
JAN,I,SLV,16.5,,20150117,A,20141120,,SLV,,,,E
JAN,I,SLV,16.5,,20141220,A,20141120,,SLV,,,,E
JAN,I,SLV,15.5,,20150117,A,20141120,,SLV,,,,E
JAN,I,SLV,15.5,,20141220,A,20141120,,SLV,,,,E
JAN,I,SLV,14.5,,20150117,A,20141120,,SLV,,,,E
JAN,I,SLV,14.5,,20141220,A,20141120,,SLV,,,,E
JAN,I,SLV,19.5,,20150117,A,20141120,,SLV,,,,E
JAN,I,SLV,19.5,,20141220,A,20141120,,SLV,,,,E
JAN,I,SNDK,115,,20141128,A,20141120,,SNDK,Weekly options expiration violation,,,E
JAN,I,SNDK,125,,20141128,A,20141120,,SNDK,Weekly options expiration violation,,,E
JAN,I,SNDK,120,,20141128,A,20141120,,SNDK,Weekly options expiration violation,,,E
MAR,I,SPY,265,,20141128,A,20141120,,SPY,,,,E
MAR,I,SPY,260,,20141128,A,20141120,,SPY,,,,E
MAR,I,SPY,255,,20141128,A,20141120,,SPY,,,,E
MAR,I,SPY7,265,,20141128,A,20141120,,SPY,,,,E
MAR,I,SSO,137,,20141128,A,20141120,,SSO,,,,E
MAR,I,SSO,136,,20141128,A,20141120,,SSO,,,,E
MAR,I,SSO,139,,20141128,A,20141120,,SSO,,,,E
MAR,I,SSO,138,,20141128,A,20141120,,SSO,,,,E
MAR,I,SSYS,75,,20141128,A,20141120,,SSYS,Weekly options expiration violation,,,E
MAR,I,STX,80,,20141128,A,20141120,,STX,Weekly options expiration violation,,,E
MAR,I,STX,75,,20141128,A,20141120,,STX,Series is less than one point from an existing series in ENCORE,,,E
MAR,I,SWY,26,,20141128,A,20141120,,SWY,Weekly options expiration violation,,,E
MAR,I,SWY,25,,20141128,A,20141120,,SWY,Weekly options expiration violation,,,E
MAR,I,SWY,45,,20141128,A,20141120,,SWY,Weekly options expiration violation,,,E
JAN,I,T,45,,20141128,A,20141120,,T,Weekly options expiration violation,,,E
JAN,I,T,46,,20141128,A,20141120,,T,Weekly options expiration violation,,,E
MAR,I,TEVA,70,,20141128,A,20141120,,TEVA,Weekly options expiration violation,,,E
JAN,I,TGT,90,,20150417,A,20141120,,TGT,,,,E
JAN,I,TGT,90,,20141128,A,20141120,,TGT,Weekly options expiration violation,,,E
JAN,I,TGT,85,,20150417,A,20141120,,TGT,,,,E
JAN,I,TGT,85,,20141128,A,20141120,,TGT,Weekly options expiration violation,,,E
JAN,I,TGT,105,,20150417,A,20141120,,TGT,,,,E
JAN,I,TGT,100,,20150417,A,20141120,,TGT,,,,E
JAN,I,TGT,95,,20150417,A,20141120,,TGT,,,,E
MAR,I,TOL,42,,20141128,A,20141120,,TOL,Series is less than one point from an existing series in ENCORE,,,E
MAR,I,TOL,43,,20141128,A,20141120,,TOL,Weekly options expiration violation,,,E
MAR,I,TQQQ,108,,20141128,A,20141120,,TQQQ,,,,E
MAR,I,TQQQ,109,,20141128,A,20141120,,TQQQ,,,,E
MAR,I,TRIP,50,,20141128,A,20141120,,TRIP,Weekly options expiration violation,,,E
MAR,I,TRIP,55,,20141128,A,20141120,,TRIP,Weekly options expiration violation,,,E
MAR,I,TSLA,315,,20141128,A,20141120,,TSLA,Weekly options expiration violation,,,E
MAR,I,TSLA,320,,20141128,A,20141120,,TSLA,Weekly options expiration violation,,,E
FEB,I,TSO,90,,20141128,A,20141120,,TSO,Weekly options expiration violation,,,E
FEB,I,TSU,12.5,,20150515,A,20141120,,TSU,,,,E
FEB,I,TSU,12.5,,20150220,A,20141120,,TSU,,,,E
MAR,I,TWTR,29,,20141128,A,20141120,,TWTR,Weekly options expiration violation,,,E
MAR,I,TWTR,28,,20141128,A,20141120,,TWTR,Weekly options expiration violation,,,E
MAR,I,TWTR,32,,20141128,A,20141120,,TWTR,Weekly options expiration violation,,,E
MAR,I,TWTR,31,,20141128,A,20141120,,TWTR,Weekly options expiration violation,,,E
JAN,I,TXN,65,,20141128,A,20141120,,TXN,Weekly options expiration violation,,,E
JAN,I,TXN,60,,20141128,A,20141120,,TXN,,,,E
JAN,I,UA,85,,20141128,A,20141120,,UA,Weekly options expiration violation,,,E
MAR,I,UAL,70,,20141128,A,20141120,,UAL,Weekly options expiration violation,,,E
MAR,I,UNH,120,,20141128,A,20141120,,UNH,Weekly options expiration violation,,,E
MAR,I,UNH,115,,20141128,A,20141120,,UNH,Weekly options expiration violation,,,E
MAR,I,UNH,125,,20141128,A,20141120,,UNH,Weekly options expiration violation,,,E
FEB,I,UNP,140,,20141128,A,20141120,,UNP,Weekly options expiration violation,,,E
FEB,I,UNP,150,,20141128,A,20141120,,UNP,Weekly options expiration violation,,,E
FEB,I,UNP,145,,20141128,A,20141120,,UNP,Weekly options expiration violation,,,E
FEB,I,UNP,155,,20141128,A,20141120,,UNP,Weekly options expiration violation,,,E
MAR,I,UPRO,141,,20141128,A,20141120,,UPRO,,,,E
MAR,I,UPRO,143,,20141128,A,20141120,,UPRO,,,,E
MAR,I,UPRO,142,,20141128,A,20141120,,UPRO,,,,E
JAN,I,UPS,135,,20141128,A,20141120,,UPS,Weekly options expiration violation,,,E
JAN,I,UPS,130,,20141128,A,20141120,,UPS,Weekly options expiration violation,,,E
MAR,I,URI,145,,20141128,A,20141120,,URI,Weekly options expiration violation,,,E
MAR,I,URI,140,,20141128,A,20141120,,URI,Weekly options expiration violation,,,E
MAR,I,USB,55,,20141128,A,20141120,,USB,Weekly options expiration violation,,,E
FEB,I,UTX,135,,20141128,A,20141120,,UTX,Weekly options expiration violation,,,E
FEB,I,UTX,130,,20141128,A,20141120,,UTX,Weekly options expiration violation,,,E
FEB,I,UTX,140,,20141128,A,20141120,,UTX,Weekly options expiration violation,,,E
MAR,I,V,290,,20141128,A,20141120,,V,,,,E
MAR,I,V,300,,20141128,A,20141120,,V,,,,E
MAR,I,V,295,,20141128,A,20141120,,V,,,,E
MAR,I,V,320,,20141128,A,20141120,,V,Weekly options expiration violation,,,E
MAR,I,V,315,,20141128,A,20141120,,V,Weekly options expiration violation,,,E
MAR,I,V,310,,20141128,A,20141120,,V,,,,E
MAR,I,V,305,,20141128,A,20141120,,V,,,,E
MAR,I,VLO,37.5,,20141128,A,20141120,,VLO,Series is less than one point from an existing series in ENCORE,,,E
JAN,I,VMW,60,,20141128,A,20141120,,VMW,Weekly options expiration violation,,,E
JAN,I,VOD,45,,20141128,A,20141120,,VOD,Weekly options expiration violation,,,E
JAN,I,VOD,46,,20141128,A,20141120,,VOD,Weekly options expiration violation,,,E
JAN,I,VRX,170,,20141128,A,20141120,,VRX,,,,E
JAN,I,VRX,180,,20141128,A,20141120,,VRX,Weekly options expiration violation,,,E
JAN,I,VRX,175,,20141128,A,20141120,,VRX,Weekly options expiration violation,,,E
JAN,I,VSLR,1,,20150117,A,20141120,,VSLR,,,,E
JAN,I,VSLR,1,,20141220,A,20141120,,VSLR,,,,E
JAN,I,VSLR,2,,20150417,A,20141120,,VSLR,,,,E
JAN,I,VSLR,2,,20150117,A,20141120,,VSLR,,,,E
JAN,I,VSLR,2,,20141220,A,20141120,,VSLR,,,,E
JAN,I,VSLR,1,,20150417,A,20141120,,VSLR,,,,E
JAN,I,VSLR,8,,20141220,A,20141120,,VSLR,,,,E
JAN,I,VSLR,7,,20141220,A,20141120,,VSLR,,,,E
JAN,I,VSLR,6,,20141220,A,20141120,,VSLR,,,,E
JAN,I,VSLR,4,,20150417,A,20141120,,VSLR,,,,E
JAN,I,VSLR,4,,20150117,A,20141120,,VSLR,,,,E
JAN,I,VSLR,4,,20141220,A,20141120,,VSLR,,,,E
JAN,I,VSLR,3,,20150417,A,20141120,,VSLR,,,,E
JAN,I,VSLR,3,,20150117,A,20141120,,VSLR,,,,E
JAN,I,VSLR,3,,20141220,A,20141120,,VSLR,,,,E
MAR,I,VWO,31,,20141128,A,20141120,,VWO,Weekly options expiration violation,,,E
MAR,I,VWO,32,,20141128,A,20141120,,VWO,Weekly options expiration violation,,,E
MAR,I,VWO,53,,20141128,A,20141120,,VWO,Weekly options expiration violation,,,E
MAR,I,VWO,52,,20141128,A,20141120,,VWO,Weekly options expiration violation,,,E
MAR,I,VXX,21,,20141128,A,20141120,,VXX,Weekly options expiration violation,,,E
JAN,I,VZ,65,,20141128,A,20141120,,VZ,Weekly options expiration violation,,,E
JAN,I,VZ,60,,20141128,A,20141120,,VZ,Weekly options expiration violation,,,E
JAN,I,WAG,85,,20141128,A,20141120,,WAG,Weekly options expiration violation,,,E
JAN,I,WAG,80,,20141128,A,20141120,,WAG,Weekly options expiration violation,,,E
MAR,I,WDAY,115,,20141128,A,20141120,,WDAY,Weekly options expiration violation,,,E
JAN,I,WDC,120,,20141128,A,20141120,,WDC,Weekly options expiration violation,,,E
JAN,I,WDC,125,,20141128,A,20141120,,WDC,Weekly options expiration violation,,,E
JAN,I,WFC,65,,20141128,A,20141120,,WFC,Weekly options expiration violation,,,E
FEB,I,WFM,60,,20141128,A,20141120,,WFM,Weekly options expiration violation,,,E
MAR,I,WLP,155,,20141128,A,20141120,,WLP,Weekly options expiration violation,,,E
MAR,I,WLP,160,,20141128,A,20141120,,WLP,Weekly options expiration violation,,,E
MAR,I,WMT,105,,20141128,A,20141120,,WMT,Weekly options expiration violation,,,E
MAR,I,WMT,110,,20141128,A,20141120,,WMT,Weekly options expiration violation,,,E
MAR,I,WYNN,120,,20141128,A,20141120,,WYNN,,,,E
MAR,I,WYNN,130,,20141128,A,20141120,,WYNN,,,,E
MAR,I,WYNN,125,,20141128,A,20141120,,WYNN,,,,E
MAR,I,WYNN,220,,20141128,A,20141120,,WYNN,,,,E
MAR,I,WYNN,145,,20141128,A,20141120,,WYNN,,,,E
MAR,I,WYNN,140,,20141128,A,20141120,,WYNN,,,,E
MAR,I,WYNN,135,,20141128,A,20141120,,WYNN,,,,E
MAR,I,WYNN,240,,20141128,A,20141120,,WYNN,,,,E
MAR,I,WYNN,235,,20141128,A,20141120,,WYNN,,,,E
MAR,I,WYNN,230,,20141128,A,20141120,,WYNN,,,,E
MAR,I,WYNN,225,,20141128,A,20141120,,WYNN,,,,E
MAR,I,XLB,60,,20141128,A,20141120,,XLB,Weekly options expiration violation,,,E
MAR,I,XLB,59,,20141128,A,20141120,,XLB,Weekly options expiration violation,,,E
MAR,I,XLB,58,,20141128,A,20141120,,XLB,Series is less than one point from an existing series in ENCORE,,,E
MAR,I,XLB,39,,20141128,A,20141120,,XLB,Weekly options expiration violation,,,E
MAR,I,XLB,61,,20141128,A,20141120,,XLB,Weekly options expiration violation,,,E
MAR,I,XLI,64,,20141128,A,20141120,,XLI,Weekly options expiration violation,,,E
MAR,I,XLI,66,,20141128,A,20141120,,XLI,Weekly options expiration violation,,,E
MAR,I,XLI,65,,20141128,A,20141120,,XLI,Weekly options expiration violation,,,E
MAR,I,XLI,67,,20141128,A,20141120,,XLI,Weekly options expiration violation,,,E
MAR,I,XLK,30,,20141128,A,20141120,,XLK,Weekly options expiration violation,,,E
MAR,I,XLK,50,,20141128,A,20141120,,XLK,Series is less than one point from an existing series in ENCORE,,,E
MAR,I,XLK,31,,20141128,A,20141120,,XLK,Series is less than one point from an existing series in ENCORE,,,E
MAR,I,XLK,52,,20141128,A,20141120,,XLK,Weekly options expiration violation,,,E
MAR,I,XLK,51,,20141128,A,20141120,,XLK,Weekly options expiration violation,,,E
MAR,I,XLP,57,,20141128,A,20141120,,XLP,Weekly options expiration violation,,,E
MAR,I,XLP,56,,20141128,A,20141120,,XLP,Series is less than one point from an existing series in ENCORE,,,E
MAR,I,XLP,59,,20141128,A,20141120,,XLP,Weekly options expiration violation,,,E
MAR,I,XLP,58,,20141128,A,20141120,,XLP,Weekly options expiration violation,,,E
MAR,I,XLU,56,,20141128,A,20141120,,XLU,Weekly options expiration violation,,,E
MAR,I,XLU,55,,20141128,A,20141120,,XLU,Weekly options expiration violation,,,E
MAR,I,XLU,57,,20141128,A,20141120,,XLU,Weekly options expiration violation,,,E
MAR,I,XLV,76,,20141128,A,20141120,,XLV,Weekly options expiration violation,,,E
MAR,I,XLV,78,,20141128,A,20141120,,XLV,Weekly options expiration violation,,,E
MAR,I,XLV,77,,20141128,A,20141120,,XLV,Weekly options expiration violation,,,E
MAR,I,XLV,79,,20141128,A,20141120,,XLV,Weekly options expiration violation,,,E
MAR,I,XLY,78,,20141128,A,20141120,,XLY,Weekly options expiration violation,,,E
MAR,I,XLY,80,,20141128,A,20141120,,XLY,Weekly options expiration violation,,,E
MAR,I,XLY,79,,20141128,A,20141120,,XLY,Weekly options expiration violation,,,E
MAR,I,XME,26,,20141128,A,20141120,,XME,Series is less than one point from an existing series in ENCORE,,,E
JAN,I,XOM,120,,20141128,A,20141120,,XOM,Weekly options expiration violation,,,E
MAR,I,XRT,103,,20141128,A,20141120,,XRT,,,,E
FEB,I,YDLE,10,,20141220,A,20141120,,YDLE,,,,E
FEB,I,YDLE,10,,20150515,A,20141120,,YDLE,,,,E
FEB,I,YDLE,10,,20150220,A,20141120,,YDLE,,,,E
FEB,I,YELP,40,,20141128,A,20141120,,YELP,Weekly options expiration violation,,,E
JAN,I,YHOO,65,,20141128,A,20141120,,YHOO,Weekly options expiration violation,,,E
FEB,I,YNDX,18,,20141128,A,20141120,,YNDX,Series is less than one point from an existing series in ENCORE,,,E
JAN,I,YUM,90,,20141128,A,20141120,,YUM,Weekly options expiration violation,,,E
JAN,I,YUM,95,,20141128,A,20141120,,YUM,Weekly options expiration violation,,,E
FEB,I,Z,155,,20141128,A,20141120,,Z,Weekly options expiration violation,,,E
FEB,I,Z,160,,20141128,A,20141120,,Z,Weekly options expiration violation,,,E
JAN,I,ZTS,55,,20141128,A,20141120,,ZTS,Weekly options expiration violation,,,E
FEB,I,AAL,55,,20141128,A,20141120,,AAL,Weekly options expiration violation,,,E
JAN,I,AAPL,150,,20141128,A,20141120,,AAPL,,,,E
JAN,I,AAPL,145,,20141128,A,20141120,,AAPL,,,,E
JAN,I,AAPL,140,,20141128,A,20141120,,AAPL,,,,E
JAN,I,AAPL,135,,20141128,A,20141120,,AAPL,,,,E
JAN,I,AAPL,155,,20141128,A,20141120,,AAPL,,,,E
